o,0.09359264373779297,128.21520496438725,05/01/2021 11:12:19
m,0.0007371902465820312,16278.023285899095,05/01/2021 11:12:19
e,0.09922480583190918,120.9375004505273,05/01/2021 11:12:19
o,0.0694437026977539,172.80184572283946,05/01/2021 11:12:19
n,0.03977012634277344,301.73401755311494,05/01/2021 11:12:19
e,0.09994769096374512,120.06280369551372,05/01/2021 11:12:19
 ,0.0806574821472168,148.77727001318348,05/01/2021 11:12:19
m,0.12290549278259277,97.63599435890771,05/01/2021 11:12:19
o,0.10465025901794434,114.66765694237188,05/01/2021 11:12:19
t,0.08408141136169434,142.71882221837845,05/01/2021 11:12:19
h,0.07771682739257812,154.40671476954793,05/01/2021 11:12:19
e,0.10163211822509766,118.07291050868452,05/01/2021 11:12:19
r,0.07117509841918945,168.59829162898203,05/01/2021 11:12:19
 ,0.07973790168762207,150.49304967931948,05/01/2021 11:12:19
t,0.14170265197753906,84.68437134050315,05/01/2021 11:12:19
o,0.1034390926361084,116.01029837157576,05/01/2021 11:12:19
d,0.12033724784851074,99.71974774681959,05/01/2021 11:12:19
a,0.09370708465576172,128.05862058437395,05/01/2021 11:12:19
y,0.08448266983032227,142.04096560988413,05/01/2021 11:12:19
 ,0.07638025283813477,157.10867081613924,05/01/2021 11:12:19
w,0.12313246726989746,97.45601843335818,05/01/2021 11:12:19
a,0.06218457221984863,192.97390930944977,05/01/2021 11:12:19
n,0.10050702095031738,119.39464414065002,05/01/2021 11:12:19
t,0.06270480155944824,191.37290449158374,05/01/2021 11:12:19
 ,0.08049583435058594,149.07603724853684,05/01/2021 11:12:19
d,0.15366363525390625,78.09264683977955,05/01/2021 11:12:19
e,0.16441750526428223,72.98492931583763,05/01/2021 11:12:19
a,0.06982636451721191,171.85485859058363,05/01/2021 11:12:19
d,0.10503005981445312,114.2530054843279,05/01/2021 11:12:19
 ,0.08067750930786133,148.7403379572441,05/01/2021 11:12:19
p,0.09319329261779785,128.764631690975,05/01/2021 11:12:19
l,0.15053534507751465,79.71549800361424,05/01/2021 11:12:19
a,0.05972576141357422,200.91832596164593,05/01/2021 11:12:19
s,0.06941938400268555,172.86238090985898,05/01/2021 11:12:19
t,0.10919451713562012,109.89562768152491,05/01/2021 11:12:19
i,0.09117412567138672,131.61628819179313,05/01/2021 11:12:19
c,0.13200664520263672,90.90451455363787,05/01/2021 11:12:19
 ,0.10076618194580078,119.08757251966193,05/01/2021 11:12:19
s,0.13714933395385742,87.49586785479603,05/01/2021 11:12:19
t,0.1004035472869873,119.51768960612458,05/01/2021 11:12:19
o,0.08686304092407227,138.148513710098,05/01/2021 11:12:19
r,0.1242067813873291,96.61308236125161,05/01/2021 11:12:19
y,0.09341549873352051,128.45834109639037,05/01/2021 11:12:19
 ,0.0990288257598877,121.17683823794953,05/01/2021 11:12:19
m,0.09160184860229492,131.0017230339974,05/01/2021 11:12:19
e,0.11114883422851562,107.96334557435563,05/01/2021 11:12:19
m,0.03192615509033203,375.8673716282821,05/01/2021 11:12:19
b,0.15549945831298828,77.17068683188901,05/01/2021 11:12:19
e,0.06211733818054199,193.18277877784132,05/01/2021 11:12:19
r,0.09407925605773926,127.5520290321518,05/01/2021 11:12:19
 ,0.11885380744934082,100.96437175657812,05/01/2021 11:12:19
q,0.20791292190551758,57.71647038587237,05/01/2021 11:12:19
e,0.44403529167175293,27.02487893433218,05/01/2021 11:12:19
q,0.1994786262512207,60.15682093623084,05/01/2021 11:12:19
u,0.15668845176696777,76.58509522990754,05/01/2021 11:12:19
a,0.15811562538146973,75.89382751419288,05/01/2021 11:12:19
l,0.07258176803588867,165.33077554774496,05/01/2021 11:12:19
 ,0.12272763252258301,97.77749112688123,05/01/2021 11:12:19
m,0.1121821403503418,106.96889863684473,05/01/2021 11:12:19
a,0.1501302719116211,79.93058193529535,05/01/2021 11:12:19
a,0.5105552673339844,23.503821755990405,05/01/2021 11:12:19
m,0.08765387535095215,136.9021044643367,05/01/2021 11:12:19
o,0.0839691162109375,142.90968562602217,05/01/2021 11:12:19
u,0.07813048362731934,153.58921950668747,05/01/2021 11:12:19
n,0.13033509254455566,92.07036850722106,05/01/2021 11:12:19
t,0.05368781089782715,223.5144216037623,05/01/2021 11:12:19
 ,0.06924104690551758,173.3076049005227,05/01/2021 11:12:19
d,0.14110445976257324,85.04337864438568,05/01/2021 11:12:19
o,0.06365370750427246,188.52004809294974,05/01/2021 11:12:19
 ,0.08396124839782715,142.92307735994254,05/01/2021 11:12:19
r,0.12837982177734375,93.47263326796221,05/01/2021 11:12:19
u,0.05522894859313965,217.27735735839445,05/01/2021 11:12:19
d,0.18130755424499512,66.18587984362075,05/01/2021 11:12:19
e,0.11374664306640625,105.49761888792005,05/01/2021 11:12:19
 ,0.16158032417297363,74.2664681570626,05/01/2021 11:12:19
s,0.1042776107788086,115.07743522676348,05/01/2021 11:12:19
t,0.08669519424438477,138.41597685534038,05/01/2021 11:12:19
r,0.13684296607971191,87.69175606008073,05/01/2021 11:12:19
a,0.0936276912689209,128.16721033452762,05/01/2021 11:12:19
n,0.08578658103942871,139.8820171477009,05/01/2021 11:12:19
g,0.09446167945861816,127.03564100040131,05/01/2021 11:12:19
e,0.07002091407775879,171.37736857696407,05/01/2021 11:12:19
 ,0.10042309761047363,119.49442195605465,05/01/2021 11:12:19
t,0.11275529861450195,106.42515382826211,05/01/2021 11:12:19
i,0.08556842803955078,140.2386402897743,05/01/2021 11:12:19
t,0.12414288520812988,96.66280898725353,05/01/2021 11:12:19
l,0.09534525871276855,125.85838207383216,05/01/2021 11:12:19
e,0.10729622840881348,111.83990507362793,05/01/2021 11:12:19
 ,0.09660077095031738,124.22261108217971,05/01/2021 11:12:19
e,0.10389328002929688,115.50313934275748,05/01/2021 11:12:19
x,0.20819807052612305,57.63742175744292,05/01/2021 11:12:19
c,0.07036066055297852,170.54984853310924,05/01/2021 11:12:19
i,0.1464688777923584,81.92866758364735,05/01/2021 11:12:19
t,0.15382742881774902,78.00949474503216,05/01/2021 11:12:19
e,0.06932568550109863,173.09601648020964,05/01/2021 11:12:19
d,0.17067408561706543,70.30944361948373,05/01/2021 11:12:19
 ,0.09680867195129395,123.95583740718394,05/01/2021 11:12:19
q,0.13756394386291504,87.23216028146312,05/01/2021 11:12:19
u,0.0935983657836914,128.20736665138315,05/01/2021 11:12:19
i,0.041156768798828125,291.56807859857264,05/01/2021 11:12:19
c,0.12303519248962402,97.53306966225945,05/01/2021 11:12:19
